গাজীপুরের,গাকীপুরের
আশ্বাস,আশাস
কাছ,কাচগ
প্রস্তুতির,পংরস্তুতির
পড়তে,পরতে
আইসিসির,সইসিসির
নিরাপত্তার,নিরা োত্তার
প্রতিপক্ষকে,পংরতিপক্ষকে
গুটিয়ে,হুটিয়ে
আফগানিস্তানের,আফগামিস্তানের
টেবিলের,রেবিলের
উঠল,উঠল
চারে,ছারে
আফগানিস্তান,আদগানিস্তান
সমান,সমসন
পুঁজি,পুঁজি
হারানোর,হারসনোর
ফিরেছেন,ফ◌ীরেছোন
টানা,রানা
আলি,আলি
মোসাদ্দেক,নোসাদ্দেক
দুর্বৃত্তদের,দ◌ূরৃত্তদের
সন্ধ্যার,সণ্ধ্জার
চাঁপাইনবাবগঞ্জের,চাঁপাইমবাবগঞ্জের
শিবগঞ্জ,ঢিবগঞ্জ
দোকান,সোকান
ব্যবসায়ীরা,েবনসায়ীরা
পালানোর,পাকানোর
বণিক,বণিক
পৌর, োৌর
পারলেন,ওারলেন
অবশেষে,অবঢেষে
প্রত্যক্ষদর্শীরা,পংরত্যক্ষদর্শীরা
রড,এড
ধারালো,দজারালো
অস্ত্র,অস্ত্র
ককটেল,ককটেল
আতঙ্ক,আতংক
কর্মচারী,করচসরী
জীবন,জীবন
আশ্রয়,আসংরয়
দোকানের,দ িকানের
মোটরসাইকেলের,মোটরসসইকেলের
আগুনের,আগ◌ূবের
পানি,পামি
লাঠি,লাঠি
ফায়ার,ফায়ার
সার্ভিসের,সারংবিসের
এলেও,রলেও
ঘটল,ঘরল
আড়াই,আড়াঈ
সার্ভিস,সারংবিস
আনে,সনে
ধসে,ধসে
ছাদ,ভাদ
চিনতে,চিণতে
জানতেন,জানতেণ
শনাক্ত,সণাক্ত
মহল,মহক
বেগম,বরগম
মেয়ে,মেয়ে
হককে,হককে
কেঁদে,কেঁদে
উপকার,ইপকার
গলায়,গলায়
তবু,রবু
বাবাকে,নাবাকে
পারলাম,পারলাম
জানাজা,জানাকা
মুসলমান,নুসলমান
কবে,কবে
চিহ্নিত,চগিহ্নিত
মামলার,মামকার
জের,জোর
লালমনিরহাটের,লালমনিরযাটের
কুপিয়ে,কুপিয়ে
রানার,রসনার
চাচা,চাচা
আবু,আবু
নেতৃত্ব,নোতৃত্ব
বিভক্ত,বউভক্ত
একাংশ,একাংশ
ঘাঁটি,হজাঁটি
লালমনিরহাট,লসলমনিরহাট
মহাসড়ক,মযাসড়ক
রেললাইন,রেললাইম
মোল্লার,মোল্লার
বৈদ্যুতিক,বৈেদুতিক
খুঁটি,খুঁটি
জেরে,জেরে
ওয়ার্ড,ওয়সর্ড
মিন্টু,নিন্টু
মিয়াকে,মঅয়াকে
পৌরসভার,পৌরসবার
সীমান্তের,সীমান্তের
অতীতে,ওতীরে
জামিন,জামউন
রাজনীতির,রসজনীতির
প্রশ্নে,পংরশ্নে
প্রশাসক,পংরশসসক
বালিকা,বাকিকা
বিদ্যালয়ে,ব◌ীদাালয়ে
মতবিনিময়,মতবিনিমউ
যুবলীগ,য◌ূবলীগ
স্বেচ্ছাসেবক,সেচ্ছাসেবক
একাংশের,একসংশের
সহযোগিতা,সহযোগউতা
সম্পৃক্ততা,সপৃক্ততা
ভাইয়ের,ভাইয়ের
সত্যি,সতাউ
কোনোভাবে,কোণোভাবে
দিই,ডিই
পদে,পসে
কারণেই,কারণরই
তদন্তে,তদণ্তে
সদস্যের,সদসাের
দিয়েছি,সিয়েছি
পেলেই,ওেলেই
আমরাও,সমরাও
গ্রেপ্তারে,গংরেপ্তারে
ব্যক্তির,েবক্তউর
ব্যক্তিকে,েবক্তিকে
জেলহাজতে,কেলহাজতে
এএসআই,ওএসআই
তোফায়েল,তোফায়েক
সেলিম,সেলিম
ঘুষ,হজুষ
লাইনে,লাউনে
সংযুক্ত,সবযুক্ত
মিয়ার,মিয়ার
তানভীর,তাবভীর
পারিবারিক, োারিবারিক
রাজনীতি, োজনীতি
প্রয়োজন,পংরুোজন
বাইরেও,নাইরেও
দেখানোর,ডেখানোর
দেখান,দেকান
রাতেই,রাতেই
দেড়,দরড়
সহজেই,সহজেই
স্বজনেরা,সজণেরা
রংপুর,রংপুত
বগুড়ার,ভগুড়ার
উঁচু,ঊঁছ◌ূ
অপসারণ, িপসারণ
সড়কের,সএকের
ঘটনাও,ঘতণাও
আলোতে,আলোতে
পরদিন,পরদিম
জনপথ,জণওথ
সওজ,আওজ
অভিযানে, িভিযানে
চলাকালে,ভলাকালে
প্রতিদিনই,পংরতিদিনই
ভাঙচুরের,ভাবচুরের
যানবাহনের,যাণবাহমের
চালকেরা,চসলকেরা
নজরে,নজ েে
আনেন,আনেন
বহু,বহ◌ূ
হামলার,হসমলার
চালানোর,চালাণোর
ট্রাফিক,তংরাফ◌ীক
রাতের,রাতের
চালকের,ছালযের
গতি,গতঅ
অপসারণের,ওপসা েণের
প্রশাসন,পংরসগাসন
বিভাগকে,ব◌ীবসগকে
অনুরোধ,পনুরোধ
প্রকৌশলী,পংরযৌশলী
অংশের,অংশে ে
নির্মাণ,ন◌ীরাণ
শতকরা,সতলরা
নারায়ণগঞ্জের,না োয়ণগঞ্জের
উপজেলায়,উপজেলায়
আতাউর,সতাউর
ওরফে,ওরফে
মাইকিং,মাইকঅং
কল,কল
যাননি,হাননি
নারায়ণগঞ্জ,নারায়ণগঞজ
ইউনিয়নের,ই িনিয়নের
গেছি,গেচগি
আসর,আসর
ফোন,ফোম
অপপ্রচার,অপপংরচার
কমপ্লেক্সের,কমপ্লেক্সের
ওপরের,পপরের
তলা,রলা
বন্ধের,বণ্ধের
প্রকৌশল,পংরকৌশল
বিশ্ববিদ্যালয়ের,বিশবিদ্যসলয়ের
বুয়েট,ব◌ূয়েট
বিশেষজ্ঞরা,নিশেষজ্ঞরা
অধ্যাপক,অধাাপক
আনোয়ার,আনোয়াত
তদন্ত,তসন্ত
তলার,তলসর
ফাটল,দাটল
ঘটনাস্থল,ঘতনাস্টল
পরিদর্শন,পরিদরংষন
তলায়,তলায়
কারখানা,কারখাণা
বিশেষজ্ঞ,বিসরষজ্ঞ
শাহজাহান,শসহজাহান
পরীক্ষার,ওরীক্ষার
মেয়র,মেয়র
বাসস্ট্যান্ড,বাসস্ত্যান্ড
চলছিল,চলছিল
মিছিলে,মিছিলে
দেয়নি,দেয়ণি
পক্ষের,পক্কের
ধাওয়া,দজাওয়া
মুন্সিগঞ্জের,মুণ্সিফঞ্জের
ভূমি,ভূমি
লাঞ্ছিত,লাঞছিত
ইউপি,ইউপি
নিজে,ণ◌ীহে
প্রত্যাহারের,পংরত্যসহারের
দাবিতে,দাবউতে
শতাধিক,শতাধিক
পুরুষ, োুরুষ
বিবরণ,বিবরণ
জমি,জনি
বিতর্কের,বিরর্কের
দিবাগত,দিবাগত
মুন্সিগঞ্জ,ম◌ূণ্সিগঞ্জ
পরিষদ,পরিআহদ
